usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,verbatim_name,acceptedUsageKey
2685524,Abies amabilis Douglas ex J.Forbes,Abies amabilis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies amabilis,6,7707728,194,640,3925,2684876,2685524,FALSE,Pinopsida,Abies amabilis,NA
2685479,Abies bracteata (D.Don) A.Poit.,Abies bracteata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies bracteata,6,7707728,194,640,3925,2684876,2685479,FALSE,Pinopsida,Abies bracteata,NA
2685580,Abies concolor (Gordon) Lindl. ex Hildebr.,Abies concolor,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies concolor,6,7707728,194,640,3925,2684876,2685580,FALSE,Pinopsida,Abies concolor,NA
2685414,Abies firma Siebold & Zucc.,Abies firma,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies firma,6,7707728,194,640,3925,2684876,2685414,FALSE,Pinopsida,Abies firma,NA
2685361,Abies grandis (Douglas ex D.Don) Lindl.,Abies grandis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies grandis,6,7707728,194,640,3925,2684876,2685361,FALSE,Pinopsida,Abies grandis,NA
2685681,Abies koreana E.H.Wilson,Abies koreana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies koreana,6,7707728,194,640,3925,2684876,2685681,FALSE,Pinopsida,Abies koreana,NA
2685313,Abies lasiocarpa (Hook.) Nutt.,Abies lasiocarpa,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies lasiocarpa,6,7707728,194,640,3925,2684876,2685313,FALSE,Pinopsida,Abies lasiocarpa,NA
2685422,Abies magnifica A.Murray bis,Abies magnifica,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies magnifica,6,7707728,194,640,3925,2684876,2685422,FALSE,Pinopsida,Abies magnifica,NA
2685552,Abies nordmanniana (Steven) Spach,Abies nordmanniana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies nordmanniana,6,7707728,194,640,3925,2684876,2685552,FALSE,Pinopsida,Abies nordmanniana,NA
2685464,Abies pinsapo Boiss.,Abies pinsapo,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies pinsapo,6,7707728,194,640,3925,2684876,2685464,FALSE,Pinopsida,Abies pinsapo,NA
2685308,Abies procera Rehd.,Abies procera,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies procera,6,7707728,194,640,3925,2684876,2685308,FALSE,Pinopsida,Abies procera,NA
2979331,Acacia aneura F.Muell. ex Benth.,Acacia aneura,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia aneura,6,7707728,220,1370,5386,2978223,2979331,FALSE,Magnoliopsida,Acacia aneura,NA
2981001,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia auriculiformis,6,7707728,220,1370,5386,2978223,2981001,FALSE,Magnoliopsida,Acacia auriculiformis,NA
2981303,Acacia baileyana F.Muell.,Acacia baileyana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia baileyana,6,7707728,220,1370,5386,2978223,2981303,FALSE,Magnoliopsida,Acacia baileyana,NA
2979743,Acacia boormanii Maiden,Acacia boormanii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia boormanii,6,7707728,220,1370,5386,2978223,2979743,FALSE,Magnoliopsida,Acacia boormanii,NA
2979621,Acacia constricta A.Gray,Acacia constricta,SPECIES,SYNONYM,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia constricta,6,7707728,220,1370,5386,8142432,3795576,TRUE,Magnoliopsida,Acacia constricta,3795576
2978348,Acacia craspedocarpa F.Muell.,Acacia craspedocarpa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia craspedocarpa,6,7707728,220,1370,5386,2978223,2978348,FALSE,Magnoliopsida,Acacia craspedocarpa,NA
2979559,Acacia cultriformis A.Cunn. ex G.Don,Acacia cultriformis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia cultriformis,6,7707728,220,1370,5386,2978223,2979559,FALSE,Magnoliopsida,Acacia cultriformis,NA
2980425,Acacia cyclops A.Cunn. ex G.Don,Acacia cyclops,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia cyclops,6,7707728,220,1370,5386,2978223,2980425,FALSE,Magnoliopsida,Acacia cyclops,NA
2979474,Acacia dealbata Link,Acacia dealbata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia dealbata,6,7707728,220,1370,5386,2978223,2979474,FALSE,Magnoliopsida,Acacia dealbata,NA
2979778,Acacia decurrens Willd.,Acacia decurrens,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia decurrens,6,7707728,220,1370,5386,2978223,2979778,FALSE,Magnoliopsida,Acacia decurrens,NA
2979398,Acacia howittii F.Muell.,Acacia howittii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia howittii,6,7707728,220,1370,5386,2978223,2979398,FALSE,Magnoliopsida,Acacia howittii,NA
2978730,Acacia longifolia (Andrews) Willd.,Acacia longifolia,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia longifolia,6,7707728,220,1370,5386,2978223,2978730,FALSE,Magnoliopsida,Acacia longifolia,NA
2979000,Acacia melanoxylon R.Br.,Acacia melanoxylon,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia melanoxylon,6,7707728,220,1370,5386,2978223,2979000,FALSE,Magnoliopsida,Acacia melanoxylon,NA
2979494,Acacia pendula A.Cunn. ex G.Don,Acacia pendula,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia pendula,6,7707728,220,1370,5386,2978223,2979494,FALSE,Magnoliopsida,Acacia pendula,NA
2979014,Acacia podalyriifolia A.Cunn. ex G.Don,Acacia podalyriifolia,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia podalyriifolia,6,7707728,220,1370,5386,2978223,2979014,FALSE,Magnoliopsida,Acacia podalyriifolia,NA
2978903,Acacia pruinosa A.Cunn. ex Benth.,Acacia pruinosa,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia pruinosa,6,7707728,220,1370,5386,2978223,2978903,FALSE,Magnoliopsida,Acacia pruinosa,NA
2979408,Acacia retinodes Schltdl.,Acacia retinodes,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia retinodes,6,7707728,220,1370,5386,2978223,2979408,FALSE,Magnoliopsida,Acacia retinodes,NA
2978548,Acacia salicina Lindl.,Acacia salicina,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia salicina,6,7707728,220,1370,5386,2978223,2978548,FALSE,Magnoliopsida,Acacia salicina,NA
2978552,Acacia saligna (Labill.) H.L.Wendl.,Acacia saligna,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia saligna,6,7707728,220,1370,5386,2978223,2978552,FALSE,Magnoliopsida,Acacia saligna,NA
2980507,Acacia subporosa F.Muell.,Acacia subporosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia subporosa,6,7707728,220,1370,5386,2978223,2980507,FALSE,Magnoliopsida,Acacia subporosa,NA
2979292,Acacia verticillata (L'Her.) Willd.,Acacia verticillata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia verticillata,6,7707728,220,1370,5386,2978223,2979292,FALSE,Magnoliopsida,Acacia verticillata,NA
3189873,Acer saccharum subsp. floridanum (Chapm.) Desmarais,Acer saccharum floridanum,SUBSPECIES,SYNONYM,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer barbatum,6,7707728,220,933,6657,3189834,3189871,TRUE,Magnoliopsida,Acer saccharum subsp. floridanum,3189871
7100404,Acer buergerianum Miq.,Acer buergerianum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer buergerianum,6,7707728,220,933,6657,3189834,7100404,FALSE,Magnoliopsida,Acer buergerianum,NA
3189863,Acer campestre L.,Acer campestre,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer campestre,6,7707728,220,933,6657,3189834,3189863,FALSE,Magnoliopsida,Acer campestre,NA
7495204,Acer capillipes Maxim. ex Miq.,Acer capillipes,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer capillipes,6,7707728,220,933,6657,3189834,7495204,FALSE,Magnoliopsida,Acer capillipes,NA
7262908,Acer cappadocicum Gled.,Acer cappadocicum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer cappadocicum,6,7707728,220,933,6657,3189834,7262908,FALSE,Magnoliopsida,Acer cappadocicum,NA
3189884,Acer circinatum Pursh,Acer circinatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer circinatum,6,7707728,220,933,6657,3189834,3189884,FALSE,Magnoliopsida,Acer circinatum,NA
3768287,Acer cissifolium (Siebold & Zucc.) K.Koch,Acer cissifolium,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer cissifolium,6,7707728,220,933,6657,3189834,3768287,FALSE,Magnoliopsida,Acer cissifolium,NA
7262943,Acer davidii Franch.,Acer davidii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer davidii,6,7707728,220,933,6657,3189834,7262943,FALSE,Magnoliopsida,Acer davidii,NA
4925890,Acer tataricum subsp. ginnala (Maxim.) Wesm.,Acer tataricum ginnala,SUBSPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer tataricum,6,7707728,220,933,6657,3189834,3189843,FALSE,Magnoliopsida,Acer tataricum subsp. ginnala,NA
3189864,Acer glabrum Torr.,Acer glabrum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer glabrum,6,7707728,220,933,6657,3189834,3189864,FALSE,Magnoliopsida,Acer glabrum,NA
6359184,Acer saccharum subsp. grandidentatum (Nutt. ex Torr. & A.Gray) Desmarais,Acer saccharum grandidentatum,SUBSPECIES,SYNONYM,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer grandidentatum,6,7707728,220,933,6657,3189834,7546232,TRUE,Magnoliopsida,Acer saccharum subsp. grandidentatum,7546232
3768452,Acer griseum (Franch.) Pax,Acer griseum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer griseum,6,7707728,220,933,6657,3189834,3768452,FALSE,Magnoliopsida,Acer griseum,NA
3767816,Acer japonicum Thunb.,Acer japonicum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer japonicum,6,7707728,220,933,6657,3189834,3767816,FALSE,Magnoliopsida,Acer japonicum,NA
3189850,Acer saccharum subsp. leucoderme (Small) Desmarais,Acer saccharum leucoderme,SUBSPECIES,SYNONYM,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer leucoderme,6,7707728,220,933,6657,3189834,3189849,TRUE,Magnoliopsida,Acer saccharum subsp. leucoderme,3189849
3189835,Acer macrophyllum Pursh,Acer macrophyllum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer macrophyllum,6,7707728,220,933,6657,3189834,3189835,FALSE,Magnoliopsida,Acer macrophyllum,NA
3768561,Acer caudatifolium Hayata,Acer caudatifolium,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer caudatifolium,6,7707728,220,933,6657,3189834,3768561,FALSE,Magnoliopsida,Acer caudatifolium,NA
3189866,Acer negundo L.,Acer negundo,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer negundo,6,7707728,220,933,6657,3189834,3189866,FALSE,Magnoliopsida,Acer negundo,NA
3189855,Acer saccharum subsp. nigrum (F.Michx.) Desmarais,Acer saccharum nigrum,SUBSPECIES,SYNONYM,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer nigrum,6,7707728,220,933,6657,3189834,3189854,TRUE,Magnoliopsida,Acer saccharum subsp. nigrum,3189854
7262960,Acer oblongum Wall. ex DC.,Acer oblongum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer oblongum,6,7707728,220,933,6657,3189834,7262960,FALSE,Magnoliopsida,Acer oblongum,NA
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum,NA
7263025,Acer paxii Franch.,Acer paxii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer paxii,6,7707728,220,933,6657,3189834,7263025,FALSE,Magnoliopsida,Acer paxii,NA
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides,NA
3189870,Acer pseudoplatanus L.,Acer pseudoplatanus,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer pseudoplatanus,6,7707728,220,933,6657,3189834,3189870,FALSE,Magnoliopsida,Acer pseudoplatanus,NA
3189883,Acer rubrum L.,Acer rubrum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer rubrum,6,7707728,220,933,6657,3189834,3189883,FALSE,Magnoliopsida,Acer rubrum,NA
3189837,Acer saccharinum L.,Acer saccharinum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer saccharinum,6,7707728,220,933,6657,3189834,3189837,FALSE,Magnoliopsida,Acer saccharinum,NA
3189859,Acer saccharum Marshall,Acer saccharum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer saccharum,6,7707728,220,933,6657,3189834,3189859,FALSE,Magnoliopsida,Acer saccharum,NA
3189843,Acer tataricum L.,Acer tataricum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer tataricum,6,7707728,220,933,6657,3189834,3189843,FALSE,Magnoliopsida,Acer tataricum,NA
7263031,Acer triflorum Kom.,Acer triflorum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer triflorum,6,7707728,220,933,6657,3189834,7263031,FALSE,Magnoliopsida,Acer triflorum,NA
7263012,Acer truncatum Bunge,Acer truncatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer truncatum,6,7707728,220,933,6657,3189834,7263012,FALSE,Magnoliopsida,Acer truncatum,NA
3184410,Syzygium smithii (Poir.) Nied.,Syzygium smithii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium smithii,6,7707728,220,690,5014,3029010,3184410,FALSE,Magnoliopsida,Syzygium smithii,NA
2732163,Acoelorrhaphe wrightii (Griseb. & H.Wendl.) H.Wendl. ex Becc.,Acoelorrhaphe wrightii,SPECIES,SYNONYM,98,EXACT,Plantae,Tracheophyta,Arecales,Arecaceae,Acoelorraphe,Acoelorraphe wrightii,6,7707728,196,552,7681,6418687,6418688,TRUE,Liliopsida,Acoelorrhaphe wrightii,6418688
7491932,Acrocarpus fraxinifolius Wight & Arn.,Acrocarpus fraxinifolius,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acrocarpus,Acrocarpus fraxinifolius,6,7707728,220,1370,5386,2956859,7491932,FALSE,Magnoliopsida,Acrocarpus fraxinifolius,NA
7413879,Acrocomia aculeata (Jacq.) Lodd. ex R.Keith,Acrocomia aculeata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Arecales,Arecaceae,Acrocomia,Acrocomia aculeata,6,7707728,196,552,7681,2739147,7413879,FALSE,Liliopsida,Acrocomia aculeata,NA
3189813,Aesculus californica (Spach) Nutt.,Aesculus californica,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus californica,6,7707728,220,933,6657,3189801,3189813,FALSE,Magnoliopsida,Aesculus californica,NA
3189809,Aesculus ×carnea Hayne,Aesculus carnea,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus carnea,6,7707728,220,933,6657,3189801,3189809,FALSE,Magnoliopsida,Aesculus x carnea,NA
3189824,Aesculus flava Sol.,Aesculus flava,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus flava,6,7707728,220,933,6657,3189801,3189824,FALSE,Magnoliopsida,Aesculus flava,NA
3189806,Aesculus glabra Willd.,Aesculus glabra,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus glabra,6,7707728,220,933,6657,3189801,3189806,FALSE,Magnoliopsida,Aesculus glabra,NA
3189815,Aesculus hippocastanum L.,Aesculus hippocastanum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus hippocastanum,6,7707728,220,933,6657,3189801,3189815,FALSE,Magnoliopsida,Aesculus hippocastanum,NA
8566446,Aesculus indica (Colebr. ex Cambess.) Hook.,Aesculus indica,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus indica,6,7707728,220,933,6657,3189801,8566446,FALSE,Magnoliopsida,Aesculus indica,NA
3189807,Aesculus pavia L.,Aesculus pavia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Aesculus,Aesculus pavia,6,7707728,220,933,6657,3189801,3189807,FALSE,Magnoliopsida,Aesculus pavia,NA
5284418,Agathis robusta (C.Moore ex F.Muell.) F.M.Bailey,Agathis robusta,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Araucariaceae,Agathis,Agathis robusta,6,7707728,194,640,3924,2685008,5284418,FALSE,Pinopsida,Agathis robusta,NA
5419920,Agonis flexuosa (Muhl. ex Willd.) Sweet,Agonis flexuosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Myrtales,Myrtaceae,Agonis,Agonis flexuosa,6,7707728,220,690,5014,3186386,5419920,FALSE,Magnoliopsida,Agonis flexuosa,NA
3185923,Taxandria juniperina (Schauer) J.R.Wheeler & N.G.Marchant,Taxandria juniperina,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Myrtales,Myrtaceae,Taxandria,Taxandria juniperina,6,7707728,220,690,5014,3185894,3185923,FALSE,Magnoliopsida,Taxandria juniperina,NA
3190653,Ailanthus altissima (Mill.) Swingle,Ailanthus altissima,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Simaroubaceae,Ailanthus,Ailanthus altissima,6,7707728,220,933,2395,3190652,3190653,FALSE,Magnoliopsida,Ailanthus altissima,NA
2943719,Paraserianthes lophantha (Willd.) I.C.Nielsen,Paraserianthes lophantha,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Paraserianthes,Paraserianthes lophantha,6,7707728,220,1370,5386,2943718,2943719,FALSE,Magnoliopsida,Paraserianthes lophantha,NA
2972983,Albizia julibrissin Durazz.,Albizia julibrissin,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia julibrissin,6,7707728,220,1370,5386,2972897,2972983,FALSE,Magnoliopsida,Albizia julibrissin,NA
2876607,Alnus cordata (Loisel.) Duby,Alnus cordata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus cordata,6,7707728,220,1354,4688,2876099,2876607,FALSE,Magnoliopsida,Alnus cordata,NA
2876213,Alnus glutinosa (L.) Gaertn.,Alnus glutinosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus glutinosa,6,7707728,220,1354,4688,2876099,2876213,FALSE,Magnoliopsida,Alnus glutinosa,NA
2876176,Alnus rubra Bong.,Alnus rubra,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus rubra,6,7707728,220,1354,4688,2876099,2876176,FALSE,Magnoliopsida,Alnus rubra,NA
2876207,Alnus rhombifolia Nutt.,Alnus rhombifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus rhombifolia,6,7707728,220,1354,4688,2876099,2876207,FALSE,Magnoliopsida,Alnus rhombifolia,NA
2876460,Alnus incana subsp. tenuifolia (Nutt.) Breitung,Alnus incana tenuifolia,SUBSPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fagales,Betulaceae,Alnus,Alnus incana,6,7707728,220,1354,4688,2876099,9148577,FALSE,Magnoliopsida,Alnus incana subsp. tenuifolia,NA
5274893,Sphaeropteris cooperi (Hook. ex F.Muell.) R.M.Tryon,Sphaeropteris cooperi,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Cyatheales,Cyatheaceae,Sphaeropteris,Sphaeropteris cooperi,6,7707728,7228684,7229402,6624,2650270,5274893,FALSE,Polypodiopsida,Sphaeropteris cooperi,NA
3023916,Amelanchier sanguinea var. alnifolia (Nutt.) P.Landry,Amelanchier sanguinea alnifolia,VARIETY,SYNONYM,99,EXACT,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,Amelanchier alnifolia,6,7707728,220,691,5015,3023817,8168485,TRUE,Magnoliopsida,Amelanchier sanguinea var. alnifolia,7272344
3024052,Amelanchier arborea (F.Michx.) Fernald,Amelanchier arborea,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,Amelanchier arborea,6,7707728,220,691,5015,3023817,3024052,FALSE,Magnoliopsida,Amelanchier arborea,NA
3023833,Amelanchier canadensis (L.) Medik.,Amelanchier canadensis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,Amelanchier canadensis,6,7707728,220,691,5015,3023817,3023833,FALSE,Magnoliopsida,Amelanchier canadensis,NA
3023817,Amelanchier Medik.,Amelanchier,GENUS,ACCEPTED,98,HIGHERRANK,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,NA,6,7707728,220,691,5015,3023817,NA,FALSE,Magnoliopsida,Amelanchier x grandiflora,NA
3023839,Amelanchier arborea subsp. laevis (Wiegand) S.M.Mc Kay ex P.Landry,Amelanchier arborea laevis,SUBSPECIES,SYNONYM,98,EXACT,Plantae,Tracheophyta,Rosales,Rosaceae,Amelanchier,Amelanchier laevis,6,7707728,220,691,5015,3023817,3023832,TRUE,Magnoliopsida,Amelanchier arborea subsp. laevis,3023832
3172583,Amphitecna latifolia (Mill.) A.H.Gentry,Amphitecna latifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Amphitecna,Amphitecna latifolia,6,7707728,220,408,6655,3172582,3172583,FALSE,Magnoliopsida,Amphitecna latifolia,NA
3177431,Angophora costata (Gaertn.) Britton,Angophora costata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Myrtales,Myrtaceae,Angophora,Angophora costata,6,7707728,220,690,5014,8255456,3177431,FALSE,Magnoliopsida,Angophora costata,NA
5407147,Annona cherimola Mill.,Annona cherimola,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,6,7707728,220,718,9291,3155252,5407147,FALSE,Magnoliopsida,Annona cherimola,NA
3036892,Aralia elata (Miq.) Seem.,Aralia elata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Apiales,Araliaceae,Aralia,Aralia elata,6,7707728,220,1351,8800,3036858,3036892,FALSE,Magnoliopsida,Aralia elata,NA
3036972,Aralia spinosa L.,Aralia spinosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Apiales,Araliaceae,Aralia,Aralia spinosa,6,7707728,220,1351,8800,3036858,3036972,FALSE,Magnoliopsida,Aralia spinosa,NA
2684984,Araucaria araucana (Molina) K.Koch,Araucaria araucana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Araucariaceae,Araucaria,Araucaria araucana,6,7707728,194,640,3924,2684910,2684984,FALSE,Pinopsida,Araucaria araucana,NA
2684918,Araucaria bidwillii Hook.,Araucaria bidwillii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Araucariaceae,Araucaria,Araucaria bidwillii,6,7707728,194,640,3924,2684910,2684918,FALSE,Pinopsida,Araucaria bidwillii,NA
2684996,Araucaria cunninghamii Aiton ex A.Cunn.,Araucaria cunninghamii,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Pinales,Araucariaceae,Araucaria,Araucaria cunninghamii,6,7707728,194,640,3924,2684910,2684996,FALSE,Pinopsida,Araucaria cunninghamii,NA
2684969,Araucaria heterophylla (Salisb.) Franco,Araucaria heterophylla,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Araucariaceae,Araucaria,Araucaria heterophylla,6,7707728,194,640,3924,2684910,2684969,FALSE,Pinopsida,Araucaria heterophylla,NA
