usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,verbatim_name,verbatim_kingdom,tree_id,displayed_scientific_name,taxonomic_level
2685524,Abies amabilis Douglas ex J.Forbes,Abies amabilis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies amabilis,6,7707728,194,640,3925,2684876,2685524,FALSE,Pinopsida,Abies amabilis,plants,1,Abies amabilis,species
2685479,Abies bracteata (D.Don) A.Poit.,Abies bracteata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies bracteata,6,7707728,194,640,3925,2684876,2685479,FALSE,Pinopsida,Abies bracteata,plants,2,Abies bracteata,species
2685580,Abies concolor (Gordon) Lindl. ex Hildebr.,Abies concolor,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies concolor,6,7707728,194,640,3925,2684876,2685580,FALSE,Pinopsida,Abies concolor,plants,3,Abies concolor,species
2685580,Abies concolor (Gordon) Lindl. ex Hildebr.,Abies concolor,SPECIES,ACCEPTED,87,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies concolor,6,7707728,194,640,3925,2684876,2685580,FALSE,Pinopsida,Abies concolor 'Violacea',plants,4,Abies concolor 'Violacea',horticulture
2685414,Abies firma Siebold & Zucc.,Abies firma,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies firma,6,7707728,194,640,3925,2684876,2685414,FALSE,Pinopsida,Abies firma,plants,5,Abies firma,species
2685361,Abies grandis (Douglas ex D.Don) Lindl.,Abies grandis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies grandis,6,7707728,194,640,3925,2684876,2685361,FALSE,Pinopsida,Abies grandis,plants,6,Abies grandis,species
2685681,Abies koreana E.H.Wilson,Abies koreana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies koreana,6,7707728,194,640,3925,2684876,2685681,FALSE,Pinopsida,Abies koreana,plants,7,Abies koreana,species
2685313,Abies lasiocarpa (Hook.) Nutt.,Abies lasiocarpa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies lasiocarpa,6,7707728,194,640,3925,2684876,2685313,FALSE,Pinopsida,Abies lasiocarpa,plants,8,Abies lasiocarpa,species
2685422,Abies magnifica A.Murray bis,Abies magnifica,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies magnifica,6,7707728,194,640,3925,2684876,2685422,FALSE,Pinopsida,Abies magnifica,plants,9,Abies magnifica,species
2685552,Abies nordmanniana (Steven) Spach,Abies nordmanniana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies nordmanniana,6,7707728,194,640,3925,2684876,2685552,FALSE,Pinopsida,Abies nordmanniana,plants,10,Abies nordmanniana,species
2685464,Abies pinsapo Boiss.,Abies pinsapo,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies pinsapo,6,7707728,194,640,3925,2684876,2685464,FALSE,Pinopsida,Abies pinsapo,plants,11,Abies pinsapo,species
2685308,Abies procera Rehd.,Abies procera,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Pinales,Pinaceae,Abies,Abies procera,6,7707728,194,640,3925,2684876,2685308,FALSE,Pinopsida,Abies procera,plants,12,Abies procera,species
8306913,Vachellia abyssinica (Hochst. ex Benth.) Kyal. & Boatwr.,Vachellia abyssinica,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia abyssinica,6,7707728,220,1370,5386,8142432,8306913,FALSE,Magnoliopsida,Vachellia abyssinica,plants,13,Vachellia abyssinica,species
2979331,Acacia aneura F.Muell. ex Benth.,Acacia aneura,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia aneura,6,7707728,220,1370,5386,2978223,2979331,FALSE,Magnoliopsida,Acacia aneura,plants,14,Acacia aneura,species
2981001,Acacia auriculiformis A.Cunn. ex Benth.,Acacia auriculiformis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia auriculiformis,6,7707728,220,1370,5386,2978223,2981001,FALSE,Magnoliopsida,Acacia auriculiformis,plants,15,Acacia auriculiformis,species
2981303,Acacia baileyana F.Muell.,Acacia baileyana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia baileyana,6,7707728,220,1370,5386,2978223,2981303,FALSE,Magnoliopsida,Acacia baileyana,plants,16,Acacia baileyana,species
2981303,Acacia baileyana F.Muell.,Acacia baileyana,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia baileyana,6,7707728,220,1370,5386,2978223,2981303,FALSE,Magnoliopsida,Acacia baileyana 'Purpurea',plants,17,Acacia baileyana 'Purpurea',horticulture
2979743,Acacia boormanii Maiden,Acacia boormanii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia boormanii,6,7707728,220,1370,5386,2978223,2979743,FALSE,Magnoliopsida,Acacia boormanii,plants,18,Acacia boormanii,species
2979621,Acacia constricta A.Gray,Acacia constricta,SPECIES,SYNONYM,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia constricta,6,7707728,220,1370,5386,8142432,3795576,TRUE,Magnoliopsida,Acacia constricta,plants,19,Acacia constricta,species
2978348,Acacia craspedocarpa F.Muell.,Acacia craspedocarpa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia craspedocarpa,6,7707728,220,1370,5386,2978223,2978348,FALSE,Magnoliopsida,Acacia craspedocarpa,plants,20,Acacia craspedocarpa,species
2979559,Acacia cultriformis A.Cunn. ex G.Don,Acacia cultriformis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia cultriformis,6,7707728,220,1370,5386,2978223,2979559,FALSE,Magnoliopsida,Acacia cultriformis,plants,21,Acacia cultriformis,species
2980425,Acacia cyclops A.Cunn. ex G.Don,Acacia cyclops,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia cyclops,6,7707728,220,1370,5386,2978223,2980425,FALSE,Magnoliopsida,Acacia cyclops,plants,22,Acacia cyclops,species
2979474,Acacia dealbata Link,Acacia dealbata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia dealbata,6,7707728,220,1370,5386,2978223,2979474,FALSE,Magnoliopsida,Acacia dealbata,plants,23,Acacia dealbata,species
2979778,Acacia decurrens Willd.,Acacia decurrens,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia decurrens,6,7707728,220,1370,5386,2978223,2979778,FALSE,Magnoliopsida,Acacia decurrens,plants,24,Acacia decurrens,species
2979265,Vachellia farnesiana (L.) Wight & Arn.,Vachellia farnesiana,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia farnesiana,6,7707728,220,1370,5386,8142432,2979265,FALSE,Magnoliopsida,Vachellia farnesiana,plants,25,Vachellia farnesiana,species
2979398,Acacia howittii F.Muell.,Acacia howittii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia howittii,6,7707728,220,1370,5386,2978223,2979398,FALSE,Magnoliopsida,Acacia howittii,plants,26,Acacia howittii,species
2978730,Acacia longifolia (Andrews) Willd.,Acacia longifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia longifolia,6,7707728,220,1370,5386,2978223,2978730,FALSE,Magnoliopsida,Acacia longifolia,plants,27,Acacia longifolia,species
2979000,Acacia melanoxylon R.Br.,Acacia melanoxylon,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia melanoxylon,6,7707728,220,1370,5386,2978223,2979000,FALSE,Magnoliopsida,Acacia melanoxylon,plants,28,Acacia melanoxylon,species
2979494,Acacia pendula A.Cunn. ex G.Don,Acacia pendula,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia pendula,6,7707728,220,1370,5386,2978223,2979494,FALSE,Magnoliopsida,Acacia pendula,plants,29,Acacia pendula,species
2979014,Acacia podalyriifolia A.Cunn. ex G.Don,Acacia podalyriifolia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia podalyriifolia,6,7707728,220,1370,5386,2978223,2979014,FALSE,Magnoliopsida,Acacia podalyriifolia,plants,30,Acacia podalyriifolia,species
2978903,Acacia pruinosa A.Cunn. ex Benth.,Acacia pruinosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia pruinosa,6,7707728,220,1370,5386,2978223,2978903,FALSE,Magnoliopsida,Acacia pruinosa,plants,31,Acacia pruinosa,species
2979408,Acacia retinodes Schltdl.,Acacia retinodes,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia retinodes,6,7707728,220,1370,5386,2978223,2979408,FALSE,Magnoliopsida,Acacia retinodes,plants,32,Acacia retinodes,species
2978548,Acacia salicina Lindl.,Acacia salicina,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia salicina,6,7707728,220,1370,5386,2978223,2978548,FALSE,Magnoliopsida,Acacia salicina,plants,33,Acacia salicina,species
2978552,Acacia saligna (Labill.) H.L.Wendl.,Acacia saligna,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia saligna,6,7707728,220,1370,5386,2978223,2978552,FALSE,Magnoliopsida,Acacia saligna,plants,34,Acacia saligna,species
2980507,Acacia subporosa F.Muell.,Acacia subporosa,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia subporosa,6,7707728,220,1370,5386,2978223,2980507,FALSE,Magnoliopsida,Acacia subporosa,plants,35,Acacia subporosa,species
2979292,Acacia verticillata (L'Her.) Willd.,Acacia verticillata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Fabales,Fabaceae,Acacia,Acacia verticillata,6,7707728,220,1370,5386,2978223,2979292,FALSE,Magnoliopsida,Acacia verticillata,plants,36,Acacia verticillata,species
3189873,Acer saccharum subsp. floridanum (Chapm.) Desmarais,Acer saccharum floridanum,SUBSPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer barbatum,6,7707728,220,933,6657,3189834,3189871,TRUE,Magnoliopsida,Acer saccharum subsp. floridanum,plants,38,Acer saccharum subsp. floridanum,subspecies
7100404,Acer buergerianum Miq.,Acer buergerianum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer buergerianum,6,7707728,220,933,6657,3189834,7100404,FALSE,Magnoliopsida,Acer buergerianum,plants,39,Acer buergerianum,species
3189863,Acer campestre L.,Acer campestre,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer campestre,6,7707728,220,933,6657,3189834,3189863,FALSE,Magnoliopsida,Acer campestre,plants,40,Acer campestre,species
3189863,Acer campestre L.,Acer campestre,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer campestre,6,7707728,220,933,6657,3189834,3189863,FALSE,Magnoliopsida,Acer campestre 'Postelence',plants,41,Acer campestre 'Postelence',horticulture
3189863,Acer campestre L.,Acer campestre,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer campestre,6,7707728,220,933,6657,3189834,3189863,FALSE,Magnoliopsida,Acer campestre 'Queen Elizabeth',plants,42,Acer campestre 'Queen Elizabeth',horticulture
7495204,Acer capillipes Maxim. ex Miq.,Acer capillipes,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer capillipes,6,7707728,220,933,6657,3189834,7495204,FALSE,Magnoliopsida,Acer capillipes,plants,43,Acer capillipes,species
7262908,Acer cappadocicum Gled.,Acer cappadocicum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer cappadocicum,6,7707728,220,933,6657,3189834,7262908,FALSE,Magnoliopsida,Acer cappadocicum,plants,44,Acer cappadocicum,species
3189884,Acer circinatum Pursh,Acer circinatum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer circinatum,6,7707728,220,933,6657,3189834,3189884,FALSE,Magnoliopsida,Acer circinatum,plants,45,Acer circinatum,species
3189884,Acer circinatum Pursh,Acer circinatum,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer circinatum,6,7707728,220,933,6657,3189834,3189884,FALSE,Magnoliopsida,Acer circinatum 'Monroe',plants,46,Acer circinatum 'Monroe',horticulture
3768287,Acer cissifolium (Siebold & Zucc.) K.Koch,Acer cissifolium,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer cissifolium,6,7707728,220,933,6657,3189834,3768287,FALSE,Magnoliopsida,Acer cissifolium,plants,47,Acer cissifolium,species
7262943,Acer davidii Franch.,Acer davidii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer davidii,6,7707728,220,933,6657,3189834,7262943,FALSE,Magnoliopsida,Acer davidii,plants,48,Acer davidii,species
4925890,Acer tataricum subsp. ginnala (Maxim.) Wesm.,Acer tataricum ginnala,SUBSPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer tataricum,6,7707728,220,933,6657,3189834,3189843,FALSE,Magnoliopsida,Acer tataricum subsp. ginnala,plants,49,Acer tataricum subsp. ginnala,subspecies
6560025,Acer tataricum var. ginnala (Maxim.) Maxim.,Acer tataricum ginnala,VARIETY,SYNONYM,94,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer tataricum,6,7707728,220,933,6657,3189834,3189843,TRUE,Magnoliopsida,Acer tataricum subsp. ginnala 'Flame',plants,50,Acer tataricum subsp. ginnala 'Flame',horticulture
3189864,Acer glabrum Torr.,Acer glabrum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer glabrum,6,7707728,220,933,6657,3189834,3189864,FALSE,Magnoliopsida,Acer glabrum,plants,52,Acer glabrum,species
6359184,Acer saccharum subsp. grandidentatum (Nutt. ex Torr. & A.Gray) Desmarais,Acer saccharum grandidentatum,SUBSPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer grandidentatum,6,7707728,220,933,6657,3189834,7546232,TRUE,Magnoliopsida,Acer saccharum subsp. grandidentatum,plants,53,Acer saccharum subsp. grandidentatum,subspecies
3768452,Acer griseum (Franch.) Pax,Acer griseum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer griseum,6,7707728,220,933,6657,3189834,3768452,FALSE,Magnoliopsida,Acer griseum,plants,54,Acer griseum,species
3767816,Acer japonicum Thunb.,Acer japonicum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer japonicum,6,7707728,220,933,6657,3189834,3767816,FALSE,Magnoliopsida,Acer japonicum,plants,55,Acer japonicum,species
3767816,Acer japonicum Thunb.,Acer japonicum,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer japonicum,6,7707728,220,933,6657,3189834,3767816,FALSE,Magnoliopsida,Acer japonicum 'Aconitifolium',plants,56,Acer japonicum 'Aconitifolium',horticulture
3189850,Acer saccharum subsp. leucoderme (Small) Desmarais,Acer saccharum leucoderme,SUBSPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer leucoderme,6,7707728,220,933,6657,3189834,3189849,TRUE,Magnoliopsida,Acer saccharum subsp. leucoderme,plants,57,Acer saccharum subsp. leucoderme,subspecies
3189835,Acer macrophyllum Pursh,Acer macrophyllum,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer macrophyllum,6,7707728,220,933,6657,3189834,3189835,FALSE,Magnoliopsida,Acer macrophyllum,plants,58,Acer macrophyllum,species
3768561,Acer caudatifolium Hayata,Acer caudatifolium,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer caudatifolium,6,7707728,220,933,6657,3189834,3768561,FALSE,Magnoliopsida,Acer caudatifolium,plants,59,Acer caudatifolium,species
3189866,Acer negundo L.,Acer negundo,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer negundo,6,7707728,220,933,6657,3189834,3189866,FALSE,Magnoliopsida,Acer negundo,plants,60,Acer negundo,species
3189866,Acer negundo L.,Acer negundo,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer negundo,6,7707728,220,933,6657,3189834,3189866,FALSE,Magnoliopsida,Acer negundo 'Variegatum',plants,63,Acer negundo 'Variegatum',horticulture
3189855,Acer saccharum subsp. nigrum (F.Michx.) Desmarais,Acer saccharum nigrum,SUBSPECIES,SYNONYM,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer nigrum,6,7707728,220,933,6657,3189834,3189854,TRUE,Magnoliopsida,Acer saccharum subsp. nigrum,plants,64,Acer saccharum subsp. nigrum,subspecies
7262960,Acer oblongum Wall. ex DC.,Acer oblongum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer oblongum,6,7707728,220,933,6657,3189834,7262960,FALSE,Magnoliopsida,Acer oblongum,plants,65,Acer oblongum,species
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum,plants,66,Acer palmatum,species
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Atropurpureum',plants,67,Acer palmatum 'Atropurpureum',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Bloodgood',plants,68,Acer palmatum 'Bloodgood',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Burgundy Lace',plants,69,Acer palmatum 'Burgundy Lace',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Dissectum Atropurpureum',plants,70,Acer palmatum 'Dissectum Atropurpureum',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Heptalobum',plants,71,Acer palmatum 'Heptalobum',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Ornatum',plants,73,Acer palmatum 'Ornatum',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Oshio Beni',plants,74,Acer palmatum 'Oshio Beni',horticulture
3189882,Acer palmatum Thunb.,Acer palmatum,SPECIES,ACCEPTED,85,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer palmatum,6,7707728,220,933,6657,3189834,3189882,FALSE,Magnoliopsida,Acer palmatum 'Sango Kaku',plants,75,Acer palmatum 'Sango Kaku',horticulture
7263025,Acer paxii Franch.,Acer paxii,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer paxii,6,7707728,220,933,6657,3189834,7263025,FALSE,Magnoliopsida,Acer paxii,plants,77,Acer paxii,species
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,100,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides,plants,78,Acer platanoides,species
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Almira',plants,79,Acer platanoides 'Almira',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Cleveland',plants,81,Acer platanoides 'Cleveland',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Columnare',plants,82,Acer platanoides 'Columnare',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Crimson King',plants,83,Acer platanoides 'Crimson King',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Deborah',plants,84,Acer platanoides 'Deborah',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Drummondii',plants,85,Acer platanoides 'Drummondii',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Emerald Queen',plants,86,Acer platanoides 'Emerald Queen',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Erectum',plants,87,Acer platanoides 'Erectum',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Faassens Black',plants,88,Acer platanoides 'Faassens Black',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Globe',plants,89,Acer platanoides 'Globe',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Globosum',plants,90,Acer platanoides 'Globosum',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Green Lace',plants,91,Acer platanoides 'Green Lace',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Jade Glen',plants,92,Acer platanoides 'Jade Glen',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Olmsted',plants,93,Acer platanoides 'Olmsted',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Parkway',plants,94,Acer platanoides 'Parkway',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Schwedleri',plants,95,Acer platanoides 'Schwedleri',horticulture
3189846,Acer platanoides L.,Acer platanoides,SPECIES,ACCEPTED,88,EXACT,Plantae,Tracheophyta,Sapindales,Sapindaceae,Acer,Acer platanoides,6,7707728,220,933,6657,3189834,3189846,FALSE,Magnoliopsida,Acer platanoides 'Summer Shade',plants,96,Acer platanoides 'Summer Shade',horticulture
