scientific_name,tree_id,common_name,status,selectree_url
Alnus glutinosa 'Pyramidalis',152,PYRAMIDALIS EUROPEAN ALDER,Existing,https://selectree.calpoly.edu/tree-detail/152
Alnus incana subsp. tenuifolia,155,THIN LEAF ALDER,Existing,https://selectree.calpoly.edu/tree-detail/155
Amelanchier arborea,158,DOWNY SERVICEBERRY,Existing,https://selectree.calpoly.edu/tree-detail/158
Amelanchier canadensis,159,SHADBUSH SERVICEBERRY,Existing,https://selectree.calpoly.edu/tree-detail/159
Aralia elata,168,JAPANESE ARALIA,Existing,https://selectree.calpoly.edu/tree-detail/168
Aralia spinosa,169,PRICKLY ELDER,Existing,https://selectree.calpoly.edu/tree-detail/169
Araucaria araucana,170,MONKEY TAIL TREE,Existing,https://selectree.calpoly.edu/tree-detail/170
Araucaria bidwillii,171,FALSE MONKEY PUZZLE,Existing,https://selectree.calpoly.edu/tree-detail/171
Arbutus menziesii,175,MADRONA,Existing,https://selectree.calpoly.edu/tree-detail/175
Archontophoenix cunninghamiana,179,BANGALOW PALM,Existing,https://selectree.calpoly.edu/tree-detail/179
Archontophoenix cunninghamiana,179,SEAFORTHIA PALM,Existing,https://selectree.calpoly.edu/tree-detail/179
Asimina triloba,181,HOOSIER BANANA,Existing,https://selectree.calpoly.edu/tree-detail/181
Azara lanceolata,183,NARROW LEAF AZARA,Existing,https://selectree.calpoly.edu/tree-detail/183
Azara microphylla,184,CHOCOLATE AZARA,Existing,https://selectree.calpoly.edu/tree-detail/184
Bambusa oldhamii,186,OLDHAM BAMBOO,Existing,https://selectree.calpoly.edu/tree-detail/186
Bauhinia forficata,191,BRAZILIAN ORCHID TREE,Existing,https://selectree.calpoly.edu/tree-detail/191
Bauhinia variegata 'Candida',193,WHITE ORCHID TREE,Existing,https://selectree.calpoly.edu/tree-detail/193
Betula albosinensis,196,BETULA ALBO SINENSIS,Existing,https://selectree.calpoly.edu/tree-detail/196
Betula utilis var. jacquemontii,198,JAQUEMONT BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/198
Betula papyrifera,203,CANOE BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/203
Betula papyrifera,203,AMERICAN WHITE BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/203
Betula pendula 'Youngii',206,YOUNGII EUROPEAN BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/206
Betula pendula 'Dalecarlica',207,SWEDISH BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/207
Betula pendula 'Dalecarlica',207,DALECARLICA WEEPING BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/207
Betula pubescens,210,HAIRY BIRCH,Existing,https://selectree.calpoly.edu/tree-detail/210
Bischofia javanica,211,TOOG TREE,Existing,https://selectree.calpoly.edu/tree-detail/211
Bischofia javanica,211,JAVANESE BISHOPWOOD,Existing,https://selectree.calpoly.edu/tree-detail/211
Bischofia javanica,211,BISHOPWOOD,Existing,https://selectree.calpoly.edu/tree-detail/211
Brachychiton populneus,214,BOTTLE TREE,Existing,https://selectree.calpoly.edu/tree-detail/214
Brahea armata,215,BLUE HESPER PALM,Existing,https://selectree.calpoly.edu/tree-detail/215
Brahea brandegeei,216,PALMA DE TACO,Existing,https://selectree.calpoly.edu/tree-detail/216
Brugmansia sanguinea,220,DATURA,Existing,https://selectree.calpoly.edu/tree-detail/220
Brugmansia suaveolens,221,ANGEL STAR,Existing,https://selectree.calpoly.edu/tree-detail/221
Brugmansia versicolor,224,ORANGE ANGEL'S TRUMPET,Existing,https://selectree.calpoly.edu/tree-detail/224
Sideroxylon lanuginosum,227,CHITTAMWOOD,Existing,https://selectree.calpoly.edu/tree-detail/227
Sideroxylon lanuginosum,227,GUM BULLY,Existing,https://selectree.calpoly.edu/tree-detail/227
Sideroxylon lanuginosum,227,GUM ELASTIC BUCKTHORN,Existing,https://selectree.calpoly.edu/tree-detail/227
Bursera simaruba,228,TOURIST TREE,Existing,https://selectree.calpoly.edu/tree-detail/228
Butia odorata,229,JELLY PALM,Existing,https://selectree.calpoly.edu/tree-detail/229
Buxus sempervirens,230,ENGLISH BOXWOOK,Existing,https://selectree.calpoly.edu/tree-detail/230
Caesalpinia gilliesii,232,DESERT BIRD OF PARADISE,Existing,https://selectree.calpoly.edu/tree-detail/232
Camellia reticulata,248,YENNAN RETICULATA,Existing,https://selectree.calpoly.edu/tree-detail/248
Caragana arborescens,250,SIBERIAN PEASHRUB,Existing,https://selectree.calpoly.edu/tree-detail/250
Carpinus caroliniana,254,MUSCLEWOOD,Existing,https://selectree.calpoly.edu/tree-detail/254
